Method	Domain	Species	PD5	PD6	PF7	FAR_Island_C	NOR_Island_C	NOR_Island_W	PRI_Island_W	SAN_Island_W	Soil_Env	Soil_MC	Water_Env	Water_MC	Coral_Env
Environmental	Bacteria	uncultured bacterium CBNPD1 BAC clone 905				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured bacterium EB000_36F02				0	0	5	21	12	0	0	38	0	0
Environmental	Bacteria	uncultured bacterium eBACmed18B02				0	0	2	8	7	0	0	17	0	0
Environmental	Bacteria	uncultured bacterium eBACmed86H08				0	0	4	4	4	0	0	12	0	0
Environmental	Bacteria	uncultured bacterium eBACred22E04				0	0	0	2	1	0	0	3	0	0
Environmental	Bacteria	uncultured bacterium FLS18				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured bacterium HF0010_16H03				0	0	2	2	6	0	0	10	0	0
Environmental	Bacteria	uncultured bacterium HF0070_11A08				0	0	1	2	0	0	0	3	0	0
Environmental	Bacteria	uncultured bacterium HF0130_06E03				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured bacterium HF0500_16O16				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured bacterium HF186_25m_13D19				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured bacterium HF186_25m_18N5				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured bacterium HF186_25m_27D22				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured bacterium HF4000_009C18				0	0	3	14	6	0	0	23	0	0
Environmental	Bacteria	uncultured bacterium HF4000_05M23				3	0	0	0	0	0	0	0	0	3
Environmental	Bacteria	uncultured bacterium HF770_09N20				1	0	2	9	5	0	0	16	0	1
Environmental	Bacteria	uncultured bacterium MedeBAC35C06				0	0	3	1	3	0	0	7	0	0
Environmental	Bacteria	uncultured bacterium MedeBAC46A06				0	0	1	0	3	0	0	4	0	0
Environmental	Bacteria	uncultured bacterium MedeBAC49C08				0	0	1	5	1	0	0	7	0	0
Environmental	Bacteria	uncultured bacterium MedeBAC82F10				0	0	0	2	2	0	0	4	0	0
Environmental	Bacteria	uncultured Bacteroidetes bacterium 'SBI2-18 P41A3'				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured Bartonella sp.				0	0	1	0	1	0	0	2	0	0
Environmental	Bacteria	uncultured Chloroflexi bacterium 1i19				1	0	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured Chloroflexi bacterium HF0200_06I16				0	2	0	0	0	0	0	0	0	2
Environmental	Bacteria	uncultured Chloroflexi bacterium HF0200_09I09				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	uncultured Chloroflexi bacterium HF0500_03M05				0	2	0	0	0	0	0	0	0	2
Environmental	Bacteria	uncultured Chloroflexi bacterium HF0770_09E03				1	0	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured Chloroflexi bacterium HF4000_28F02				0	5	0	0	0	0	0	0	0	5
Environmental	Bacteria	uncultured cyanobacterium				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured delta proteobacterium HF0010_10I05				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured delta proteobacterium HF0070_30B07				0	1	0	1	0	0	0	1	0	1
Environmental	Bacteria	uncultured delta proteobacterium HF0130_05G09				1	1	0	0	0	0	0	0	0	2
Environmental	Bacteria	uncultured delta proteobacterium HF0130_20J24				0	1	0	2	0	0	0	2	0	1
Environmental	Bacteria	uncultured delta proteobacterium HF0200_14D13				0	0	1	2	0	0	0	3	0	0
Environmental	Bacteria	uncultured delta proteobacterium HF0200_19J16				0	0	0	2	0	0	0	2	0	0
Environmental	Bacteria	uncultured delta proteobacterium HF0770_45N15				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured delta proteobacterium HF4000_08N17				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured Desulfobacterales bacterium HF0200_07G10				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured gamma proteobacterium EB000_37F04				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured gamma proteobacterium EB000_65A11				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured gamma proteobacterium EB080_L93H08				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured gamma proteobacterium EB750_07C09				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured gamma proteobacterium EBAC_27G05				0	0	0	2	5	0	0	7	0	0
Environmental	Bacteria	uncultured gamma proteobacterium eBACHOT4E07				0	0	1	7	2	0	0	10	0	0
Environmental	Bacteria	uncultured gamma proteobacterium HF0010_05D02				0	3	1	7	0	0	0	8	0	3
Environmental	Bacteria	uncultured gamma proteobacterium HF0010_09F21				0	0	0	3	2	0	0	5	0	0
Environmental	Bacteria	uncultured gamma proteobacterium HF0010_10D20				0	0	1	1	2	0	0	4	0	0
Environmental	Bacteria	uncultured gamma proteobacterium HF0010_11B23				0	0	0	4	0	0	0	4	0	0
Environmental	Bacteria	uncultured gamma proteobacterium HF0010_11K06				0	0	0	3	1	0	0	4	0	0
Environmental	Bacteria	uncultured gamma proteobacterium HF0010_16J05				0	4	0	1	2	0	0	3	0	4
Environmental	Bacteria	uncultured gamma proteobacterium HF0010_20H22				0	0	0	2	3	0	0	5	0	0
Environmental	Bacteria	uncultured gamma proteobacterium HF0010_21A16				0	0	1	1	3	0	0	5	0	0
Environmental	Bacteria	uncultured gamma proteobacterium HF0070_03O15				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured gamma proteobacterium HF0070_08D07				0	0	0	3	0	0	0	3	0	0
Environmental	Bacteria	uncultured gamma proteobacterium HF0070_10G19				0	0	1	2	1	0	0	4	0	0
Environmental	Bacteria	uncultured gamma proteobacterium HF0070_25G02				0	0	1	0	1	0	0	2	0	0
Environmental	Bacteria	uncultured gamma proteobacterium HF0130_23I23				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured gamma proteobacterium HF0130_25M15				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured gamma proteobacterium HF0200_34B07				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured gamma proteobacterium HF0500_07A21				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured gamma proteobacterium HF0770_09E07				0	0	2	1	0	0	0	3	0	0
Environmental	Bacteria	uncultured gamma proteobacterium HF0770_28K04				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured gamma proteobacterium HF4000_19M20				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured gamma proteobacterium HF4000_36I10				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured gamma proteobacterium HF4000_48E10				0	4	0	0	0	0	0	0	0	4
Environmental	Bacteria	uncultured Gemmatimonadales bacterium HF0200_34B24				1	0	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured Gemmatimonadales bacterium HF0770_41L09				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured Gemmatimonadales bacterium HF4000_15H13				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured Geobacter sp.				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured marine bacterium				0	0	0	2	0	0	0	2	0	0
Environmental	Bacteria	uncultured marine bacterium 105				0	4	0	0	0	0	0	0	0	4
Environmental	Bacteria	uncultured marine bacterium 106				0	0	0	2	1	0	0	3	0	0
Environmental	Bacteria	uncultured marine bacterium 159				0	0	0	1	1	0	0	2	0	0
Environmental	Bacteria	uncultured marine bacterium 1k6				0	3	0	0	0	0	0	0	0	3
Environmental	Bacteria	uncultured marine bacterium 1n22				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured marine bacterium 311				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	uncultured marine bacterium 313				0	0	0	4	0	0	0	4	0	0
Environmental	Bacteria	uncultured marine bacterium 314				0	1	1	8	10	0	0	19	0	1
Environmental	Bacteria	uncultured marine bacterium 438				0	0	0	1	1	0	0	2	0	0
Environmental	Bacteria	uncultured marine bacterium 441				0	0	0	2	0	0	0	2	0	0
Environmental	Bacteria	uncultured marine bacterium 443				0	1	0	1	0	0	0	1	0	1
Environmental	Bacteria	uncultured marine bacterium 463				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured marine bacterium 560				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured marine bacterium 561				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured marine bacterium 562				0	0	0	6	3	0	0	9	0	0
Environmental	Bacteria	uncultured marine bacterium 577				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured marine bacterium 578				0	0	1	2	1	0	0	4	0	0
Environmental	Bacteria	uncultured marine bacterium 580				0	0	1	2	0	0	0	3	0	0
Environmental	Bacteria	uncultured marine bacterium 582				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured marine bacterium 583				0	0	1	1	0	0	0	2	0	0
Environmental	Bacteria	uncultured marine bacterium 66A03				0	0	0	0	3	0	0	3	0	0
Environmental	Bacteria	uncultured marine bacterium Ant4D3				0	0	0	2	0	0	0	2	0	0
Environmental	Bacteria	uncultured marine bacterium Ant4D5				0	2	0	0	0	0	0	0	0	2
Environmental	Bacteria	uncultured marine bacterium Ant4E12				0	1	0	0	1	0	0	1	0	1
Environmental	Bacteria	uncultured marine bacterium EB0_35D03				1	0	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured marine bacterium EB0_39H12				1	2	3	10	4	0	0	17	0	3
Environmental	Bacteria	uncultured marine bacterium EB0_49D07				0	0	0	7	2	0	0	9	0	0
Environmental	Bacteria	uncultured marine bacterium EB0_50A10				0	0	2	0	0	0	0	2	0	0
Environmental	Bacteria	uncultured marine bacterium EB000_55B11				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured marine bacterium EB80_02D08				0	0	1	3	0	0	0	4	0	0
Environmental	Bacteria	uncultured marine bacterium EB80_69G07				0	0	5	12	8	0	0	25	0	0
Environmental	Bacteria	uncultured marine bacterium HF10_05C07				0	0	0	3	3	0	0	6	0	0
Environmental	Bacteria	uncultured marine bacterium HF10_12C08				0	0	0	7	6	0	0	13	0	0
Environmental	Bacteria	uncultured marine bacterium HF10_19P19				0	0	1	3	3	0	0	7	0	0
Environmental	Bacteria	uncultured marine bacterium HF10_25F10				1	0	0	1	2	0	0	3	0	1
Environmental	Bacteria	uncultured marine bacterium HF10_45G01				0	0	3	7	7	0	0	17	0	0
Environmental	Bacteria	uncultured marine bacterium HF10_49E08				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured marine bacterium HF130_81H07				0	0	0	1	2	0	0	3	0	0
Environmental	Bacteria	uncultured marine bacterium HF4000_APKG2098				0	0	0	6	8	0	0	14	0	0
Environmental	Bacteria	uncultured marine bacterium HF4000_APKG3108				0	0	0	7	2	0	0	9	0	0
Environmental	Bacteria	uncultured marine bacterium MedDCM-OCT-S01-C266				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured marine bacterium MedDCM-OCT-S04-C102				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured marine bacterium MedDCM-OCT-S04-C13				0	0	1	0	1	0	0	2	0	0
Environmental	Bacteria	uncultured marine bacterium MedDCM-OCT-S04-C293				0	0	2	3	0	0	0	5	0	0
Environmental	Bacteria	uncultured marine bacterium MedDCM-OCT-S04-C385				0	0	1	1	4	0	0	6	0	0
Environmental	Bacteria	uncultured marine bacterium MedDCM-OCT-S04-C448				0	0	0	1	1	0	0	2	0	0
Environmental	Bacteria	uncultured marine bacterium MedDCM-OCT-S04-C72				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured marine bacterium MedDCM-OCT-S05-C259				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured marine bacterium MedDCM-OCT-S05-C362				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured marine bacterium MedDCM-OCT-S05-C75				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured marine bacterium MedDCM-OCT-S08-C1068				0	0	1	4	0	0	0	5	0	0
Environmental	Bacteria	uncultured marine bacterium MedDCM-OCT-S08-C1340				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured marine bacterium MedDCM-OCT-S08-C1463				0	0	0	2	0	0	0	2	0	0
Environmental	Bacteria	uncultured marine bacterium MedDCM-OCT-S08-C1622				0	0	0	1	1	0	0	2	0	0
Environmental	Bacteria	uncultured marine bacterium MedDCM-OCT-S09-C145				0	0	3	0	2	0	0	5	0	0
Environmental	Bacteria	uncultured marine bacterium MedDCM-OCT-S09-C166				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured marine bacterium MedDCM-OCT-S09-C199				0	0	0	2	1	0	0	3	0	0
Environmental	Bacteria	uncultured marine bacterium MedDCM-OCT-S09-C247				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	uncultured marine bacterium MedDCM-OCT-S11-C95				0	3	0	0	0	0	0	0	0	3
Environmental	Bacteria	uncultured marine bacterium MedDCM-OCT-S12-C289				0	0	0	5	0	0	0	5	0	0
Environmental	Bacteria	uncultured marine cyanobacterium				0	0	0	1	1	0	0	2	0	0
Environmental	Bacteria	uncultured marine gamma proteobacterium EB000-45B06				0	0	0	5	2	0	0	7	0	0
Environmental	Bacteria	uncultured marine gamma proteobacterium EBAC20E09				0	0	4	16	7	0	0	27	0	0
Environmental	Bacteria	uncultured marine gamma proteobacterium EBAC31A08				0	0	1	17	7	0	0	25	0	0
Environmental	Bacteria	uncultured marine proteobacterium ANT32C12				0	0	0	6	1	0	0	7	0	0
Environmental	Bacteria	uncultured marine proteobacterium ANT8C10				0	0	0	4	3	0	0	7	0	0
Environmental	Bacteria	uncultured marine type-A Synechococcus 4O4				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured marine type-A Synechococcus 5B2				0	0	1	1	0	0	0	2	0	0
Environmental	Bacteria	uncultured marine type-A Synechococcus GOM 3M9				0	0	1	3	0	0	0	4	0	0
Environmental	Bacteria	uncultured marine type-A Synechococcus GOM 3O12				0	0	0	1	1	0	0	2	0	0
Environmental	Bacteria	uncultured marine type-A Synechococcus GOM 3O6				0	0	0	4	0	0	0	4	0	0
Environmental	Bacteria	uncultured marine type-A Synechococcus GOM 4P21				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured marine type-A Synechococcus GOM 5D20				0	0	0	4	1	0	0	5	0	0
Environmental	Bacteria	uncultured murine large bowel bacterium BAC 31B				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured myxobacterium HF0010_08B07				0	0	1	5	1	0	0	7	0	0
Environmental	Bacteria	uncultured myxobacterium HF0200_08J13				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured nuHF1 cluster bacterium HF0130_24M16				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured nuHF1 cluster bacterium HF0130_31E21				0	0	1	1	0	0	0	2	0	0
Environmental	Bacteria	uncultured nuHF1 cluster bacterium HF0770_35I22				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured nuHF2 cluster bacterium HF0770_19K18				0	0	0	2	0	0	0	2	0	0
Environmental	Bacteria	uncultured Oceanospirillales bacterium HF0070_21F08				0	0	1	0	0	0	0	1	0	0
Environmental	Bacteria	uncultured Oceanospirillales bacterium HF0130_06B06				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured Oceanospirillales bacterium HF4000_13G19				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured Oceanospirillales bacterium HF4000_21D01				0	0	0	2	1	0	0	3	0	0
Environmental	Bacteria	uncultured Oceanospirillales bacterium HF4000_23O15				1	0	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured Planctomycetales bacterium HF0130_29M04				0	2	0	0	0	0	0	0	0	2
Environmental	Bacteria	uncultured Planctomycetales bacterium HF0200_11L05				0	0	0	5	0	0	0	5	0	0
Environmental	Bacteria	uncultured Planctomycetales bacterium HF0500_02G17				0	2	0	0	0	0	0	0	0	2
Environmental	Bacteria	uncultured Planctomycetales bacterium HF0500_40D21				0	2	0	0	0	0	0	0	0	2
Environmental	Bacteria	uncultured Planctomycetales bacterium HF0770_03I01				0	0	2	6	8	0	0	16	0	0
Environmental	Bacteria	uncultured planctomycete 5H12				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured planctomycete 6FN				0	1	0	0	2	0	0	2	0	1
Environmental	Bacteria	uncultured Poribacteria bacterium 64K2				14	20	0	0	0	0	0	0	0	34
Environmental	Bacteria	uncultured Prochlorococcus sp.				0	0	1	5	2	0	0	8	0	0
Environmental	Bacteria	uncultured proteobacterium RedeBAC7D11				0	0	0	4	6	0	0	10	0	0
Environmental	Bacteria	uncultured Pseudomonadales bacterium HF0010_05E14				0	0	0	0	3	0	0	3	0	0
Environmental	Bacteria	uncultured Pseudomonadales bacterium HF0500_12O04				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured Rhizobium sp. HF0500_35F13				1	1	0	0	0	0	0	0	0	2
Environmental	Bacteria	uncultured Rhodobacterales bacterium HF0010_04M21				0	0	0	1	4	0	0	5	0	0
Environmental	Bacteria	uncultured Rhodobacterales bacterium HF0010_10C01				0	0	0	1	5	0	0	6	0	0
Environmental	Bacteria	uncultured Rhodobacterales bacterium HF0070_10D05				0	1	1	0	0	0	0	1	0	1
Environmental	Bacteria	uncultured Rhodospirillales bacterium HF0500_02H05				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured Rhodospirillales bacterium HF0500_23A22				0	1	0	0	1	0	0	1	0	1
Environmental	Bacteria	uncultured Rhodospirillales bacterium HF4000_24M03				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured Roseobacter sp.				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	uncultured SAR11 cluster bacterium HF4000_37C10				0	0	0	5	4	0	0	9	0	0
Environmental	Bacteria	uncultured SAR406 cluster bacterium HF0010_18O13				0	0	1	1	0	0	0	2	0	0
Environmental	Bacteria	uncultured SAR406 cluster bacterium HF4000_22B16				0	0	0	4	0	0	0	4	0	0
Environmental	Bacteria	uncultured soil bacterium				1	1	0	1	0	0	0	1	0	2
Environmental	Bacteria	uncultured Sphingobacteriales bacterium HF0130_33B19				0	0	0	0	4	0	0	4	0	0
Environmental	Bacteria	uncultured Sphingobacterium sp. EB080_L08E11				0	0	0	0	2	0	0	2	0	0
Environmental	Bacteria	uncultured Spirochaetales bacterium HF0500_06B09				0	0	0	0	2	0	0	2	0	0
Environmental	Bacteria	uncultured SUP05 cluster bacterium				1	2	2	12	6	0	0	20	0	3
Environmental	Bacteria	uncultured Synechococcus sp.				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured Verrucomicrobia bacterium				0	3	0	0	0	0	0	0	0	3
Environmental	Bacteria	uncultured Verrucomicrobiales bacterium HF0200_39L05				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured Verrucomicrobiales bacterium HF4000_13K17				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured verrucomicrobium HF0070_15G23				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	uncultured verrucomicrobium HF0130_25O04				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	uncultured verrucomicrobium HF0500_16O23				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	unidentified eubacterium SCB49				2	6	7	9	28	0	0	44	0	8
Environmental	Bacteria	Ureaplasma parvum				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Variovorax paradoxus				4	25	3	20	24	0	0	47	0	29
Environmental	Bacteria	Veillonella atypica				0	0	1	1	2	0	0	4	0	0
Environmental	Bacteria	Veillonella denticariosi				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Veillonella dispar				0	2	0	0	1	0	0	1	0	2
Environmental	Bacteria	Veillonella parvula				1	4	0	2	1	0	0	3	0	5
Environmental	Bacteria	Veillonella sp. 3_1_44				1	1	0	0	1	0	0	1	0	2
Environmental	Bacteria	Veillonella sp. 6_1_27				1	2	0	2	1	0	0	3	0	3
Environmental	Bacteria	Veillonella sp. oral taxon 158				0	2	0	0	1	0	0	1	0	2
Environmental	Bacteria	Verminephrobacter eiseniae				7	10	5	17	7	0	0	29	0	17
Environmental	Bacteria	Verrucomicrobia bacterium N20				0	1	0	0	0	0	0	0	0	1
Environmental	Bacteria	Verrucomicrobiae bacterium DG1235				7	32	8	17	30	0	0	55	0	39
Environmental	Bacteria	Vibrio alginolyticus				0	3	233	46	16	0	0	295	0	3
Environmental	Bacteria	Vibrio anguillarum				0	0	2	2	0	0	0	4	0	0
Environmental	Bacteria	Vibrio brasiliensis				0	1	47	15	9	0	0	71	0	1
Environmental	Bacteria	Vibrio caribbeanicus				1	2	30	12	10	0	0	52	0	3
Environmental	Bacteria	Vibrio cholerae				6	10	203	90	63	0	0	356	0	16
Environmental	Bacteria	Vibrio coralliilyticus				2	2	88	37	15	0	0	140	0	4
Environmental	Bacteria	Vibrio fluvialis				0	0	10	4	0	0	0	14	0	0
Environmental	Bacteria	Vibrio furnissii				1	2	77	41	8	0	0	126	0	3
Environmental	Bacteria	Vibrio harveyi				0	9	400	99	38	0	0	537	0	9
Environmental	Bacteria	Vibrio mediterranei				0	0	77	23	12	0	0	112	0	0
Environmental	Bacteria	Vibrio metschnikovii				0	3	36	23	8	0	0	67	0	3
Environmental	Bacteria	Vibrio mimicus				1	1	70	20	16	0	0	106	0	2
Environmental	Bacteria	Vibrio orientalis				0	1	75	22	9	0	0	106	0	1
Environmental	Bacteria	Vibrio parahaemolyticus				3	8	349	82	33	0	0	464	0	11
Environmental	Bacteria	Vibrio sinaloensis				0	0	63	13	6	0	0	82	0	0
Environmental	Bacteria	Vibrio sp. AND4				1	1	85	19	3	0	0	107	0	2
Environmental	Bacteria	Vibrio sp. Ex25				0	3	207	39	11	0	0	257	0	3
Environmental	Bacteria	Vibrio sp. MED222				0	3	69	21	7	0	0	97	0	3
Environmental	Bacteria	Vibrio sp. RC341				0	3	25	13	5	0	0	43	0	3
Environmental	Bacteria	Vibrio sp. RC586				0	0	30	7	4	0	0	41	0	0
Environmental	Bacteria	Vibrio sp. SA0605-25				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Vibrio sp. SA0706-05S				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Vibrio splendidus				0	1	99	24	6	0	0	129	0	1
Environmental	Bacteria	Vibrio tapetis				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Vibrio vulnificus				3	9	179	46	20	0	0	245	0	12
Environmental	Bacteria	Vibrionales bacterium SWAT-3				0	3	58	19	1	0	0	78	0	3
Environmental	Bacteria	Victivallis vadensis				3	8	2	0	1	0	0	3	0	11
Environmental	Bacteria	Waddlia chondrophila				3	1	1	0	6	0	0	7	0	4
Environmental	Bacteria	Weeksella virosa				0	2	1	9	9	0	0	19	0	2
Environmental	Bacteria	Weissella paramesenteroides				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Wolbachia endosymbiont of Brugia malayi				0	0	0	7	7	0	0	14	0	0
Environmental	Bacteria	Wolbachia endosymbiont of Culex quinquefasciatus				0	0	2	6	3	0	0	11	0	0
Environmental	Bacteria	Wolbachia endosymbiont of Drosophila ananassae				0	4	1	2	1	0	0	4	0	4
Environmental	Bacteria	Wolbachia endosymbiont of Drosophila melanogaster				0	1	2	13	11	0	0	26	0	1
Environmental	Bacteria	Wolbachia endosymbiont of Drosophila simulans				0	0	0	0	1	0	0	1	0	0
Environmental	Bacteria	Wolbachia endosymbiont of Muscidifurax uniraptor				0	0	0	3	0	0	0	3	0	0
Environmental	Bacteria	Wolbachia endosymbiont of Rhodnius nasutus				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Wolbachia endosymbiont of Rhodnius neglectus				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Wolbachia endosymbiont of Rhodnius pallescens				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Wolbachia endosymbiont of Rhodnius robustus				0	0	0	1	0	0	0	1	0	0
Environmental	Bacteria	Wolbachia sp. wRi				0	1	0	5	3	0	0	8	0	1
Environmental	Bacteria	Xanthobacter autotrophicus				2	18	11	38	24	0	0	73	0	20
Environmental	Bacteria	Xanthomonas campestris				6	13	3	14	22	0	0	39	0	19
Environmental	Bacteria	Xanthomonas cissicola				1	16	5	10	15	0	0	30	0	17
Environmental	Bacteria	Xanthomonas fuscans				0	2	1	5	8	0	0	14	0	2
Environmental	Bacteria	Xanthomonas oryzae				3	9	1	7	11	0	0	19	0	12
Environmental	Bacteria	Xylanimonas cellulosilytica				0	2	0	2	6	0	0	8	0	2
Environmental	Bacteria	Xylella fastidiosa				4	13	5	17	4	0	0	26	0	17
Environmental	Bacteria	Yersinia aldovae				0	0	2	5	3	0	0	10	0	0
Environmental	Bacteria	Yersinia bercovieri				0	3	8	3	3	0	0	14	0	3
Environmental	Bacteria	Yersinia enterocolitica				0	0	1	0	2	0	0	3	0	0
Environmental	Bacteria	Yersinia frederiksenii				0	4	7	4	4	0	0	15	0	4
Environmental	Bacteria	Yersinia intermedia				0	0	10	0	1	0	0	11	0	0
Environmental	Bacteria	Yersinia kristensenii				0	1	5	4	1	0	0	10	0	1
Environmental	Bacteria	Yersinia mollaretii				1	0	3	5	1	0	0	9	0	1
Environmental	Bacteria	Yersinia pestis				5	8	47	29	27	0	0	103	0	13
Environmental	Bacteria	Yersinia rohdei				0	0	4	5	5	0	0	14	0	0
Environmental	Bacteria	Yersinia ruckeri				0	0	6	5	0	0	0	11	0	0
Environmental	Bacteria	Zunongwangia profunda				3	15	11	29	46	0	0	86	0	18
Environmental	Bacteria	Zymomonas mobilis				3	5	9	31	13	0	0	53	0	8
Environmental	Bacteria	(en blanco)	27598	23165	32509						83272	0	0	0	0
Environmental	Bacteria	(en blanco)				17	73	93	361	232	0	0	686	0	90
Environmental	Chromista	Sellaphora pupula	42	0	0						42	0	0	0	0
Environmental	Chromista	(en blanco)	27	9	39						75	0	0	0	0
Environmental	Fungi	Absidia repens	13	0	0						13	0	0	0	0
Environmental	Fungi	Acaulospora lacunosa	0	0	17						17	0	0	0	0
Environmental	Fungi	Acremonium cavaraeanum	0	58	0						58	0	0	0	0
Environmental	Fungi	Acremonium flavum	24	0	0						24	0	0	0	0
Environmental	Fungi	Agaricus bisporus				0	0	0	0	1	0	0	1	0	0
Environmental	Fungi	Ajellomyces capsulatus				0	10	0	2	2	0	0	4	0	10
Environmental	Fungi	Alternaria chartarum	509	64	8						581	0	0	0	0
Environmental	Fungi	Antarctomyces psychrotrophicus	22379	3409	295						26083	0	0	0	0
Environmental	Fungi	Anungitopsis speciosa	0	22	0						22	0	0	0	0
Environmental	Fungi	Apiotrichum scarabaeorum	28	0	0						28	0	0	0	0
Environmental	Fungi	Arthroderma gypseum				0	1	1	0	0	0	0	1	0	1
Environmental	Fungi	Arthrographis kalrae	15	0	0						15	0	0	0	0
Environmental	Fungi	Aspergillus caesiellus	208	0	0						208	0	0	0	0
Environmental	Fungi	Aspergillus clavatus				1	87	1	1	1	0	0	3	0	88
Environmental	Fungi	Aspergillus fischeri				0	7	0	0	1	0	0	1	0	7
Environmental	Fungi	Aspergillus flavus				1	5	1	2	0	0	0	3	0	6
Environmental	Fungi	Aspergillus fumigatus				0	2	1	1	3	0	0	5	0	2
